category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,module_id,bg_ratio_numeric,enrichment_ratio
Environmental Information Processing,Signal transduction,ko04391,Hippo signaling pathway - fly,22/1034,53/14385,0.41509433962264153,5.774789241268567,9.691298051389289,3.0312074553663905e-12,7.364484327235909e-11,3.452102028391833e-11,K04412/K16685/K16682/K16691/K06093/K04354/K09851/K16175/K12076/K16675/K16676/K05692/K16683/K08791/K06626/K06094/K06095/K16687/K04440/K16680/K05628/K04377,22,Module_01,0.003684393465415363,2.5837871378068797
Cellular Processes,Cellular community - eukaryotes,ko04530,Tight junction,31/1034,106/14385,0.29245283018867924,4.068601510893763,8.82445187524775,6.9085318716675794e-12,1.3264381193601753e-10,6.217678684500822e-11,K09183/K06104/K05755/K07839/K10352/K06093/K06105/K04354/K05701/K18050/K04514/K05754/K07198/K16175/K12076/K05692/K05704/K20638/K06100/K07298/K05631/K06094/K06095/K07200/K04440/K07374/K05762/K02089/K05699/K04431/K05702,31,Module_01,0.007368786930830726,1.8203954834548468
Organismal Systems,Development and regeneration,ko04361,Axon regeneration,22/1034,59/14385,0.3728813559322034,5.187522538766679,8.969410457320649,3.870066385974274e-11,6.882671588700941e-10,3.2262523072035665e-10,K07203/K05858/K04632/K06704/K23480/K04534/K07198/K04459/K10393/K12494/K04527/K19862/K04443/K04634/K07532/K12035/K04688/K11593/K01110/K04440/K00922/K04431,22,Module_01,0.004101494612443518,2.3210291237926204
Genetic Information Processing,Transcription,ko03022,Basal transcription factors,17/1034,36/14385,0.4722222222222222,6.56955190199871,9.311162297462358,7.471204395159089e-11,1.1953927032254543e-9,5.603403296369317e-10,K03132/K02202/K03141/K03120/K03124/K03125/K10844/K03142/K03144/K03129/K03127/K03143/K03130/K03128/K03136/K03122/K14649,17,Module_01,0.002502606882168926,2.939384105005048
Genetic Information Processing,"Folding, sorting and degradation",ko04120,Ubiquitin mediated proteolysis,33/1034,133/14385,0.24812030075187969,3.451847704367301,7.905413898029846,1.906812688745498e-10,2.7119113795491526e-9,1.2712084591636654e-9,K10615/K10686/K03363/K03348/K04506/K10608/K10595/K03175/K10596/K03871/K10582/K10687/K10581/K10580/K10610/K03355/K10609/K04678/K03875/K16061/K16060/K10260/K04706/K10593/K04554/K10579/K10685/K03351/K10598/K10143/K10575/K04556/K10605,33,Module_01,0.009245742092457421,1.5444441913958413
Cellular Processes,Transport and catabolism,ko04138,Autophagy - yeast,25/1034,82/14385,0.3048780487804878,4.2414610558097845,8.191762899208767,2.798330434523664e-10,3.837710310203882e-9,1.7989267079080697e-9,K17890/K08336/K03237/K05755/K07203/K08333/K07827/K14209/K20178/K08493/K08334/K08337/K05754/K17908/K07204/K12479/K20184/K17906/K08269/K00654/K20180/K08342/K06027/K20195/K18083,25,Module_01,0.0057003823427181095,1.8977372270477355
Organismal Systems,Endocrine system,ko04914,Progesterone-mediated oocyte maturation,22/1034,65/14385,0.3384615384615385,4.708674304418986,8.33963557440711,3.455021273867683e-10,4.562590075723114e-9,2.1387140979952095e-9,K11481/K03348/K04373/K02087/K08048/K07827/K05866/K02649/K03355/K08042/K08047/K02206/K04368/K06627/K04367/K04630/K03351/K04440/K06631/K00922/K02178/K02602,22,Module_01,0.0045185957594716716,2.1067802815963788
Organismal Systems,Aging,ko04212,Longevity regulating pathway - worm,20/1034,56/14385,0.35714285714285715,4.968568665377176,8.280626188810126,7.361382604111932e-10,9.118615870899942e-9,4.2743511894843476e-9,K18463/K07203/K03871/K17491/K13356/K00799/K04527/K11411/K18461/K24070/K08269/K04688/K04077/K12824/K01110/K04440/K00922/K09414/K19765/K04374,20,Module_01,0.0038929440389294406,2.223063608827347
Cellular Processes,Cell growth and death,ko04111,Cell cycle - yeast,31/1034,126/14385,0.24603174603174602,3.4227917472598324,7.601512820910234,8.471679484077241e-10,1.0166015380892688e-8,4.765319709793448e-9,K03363/K02219/K03348/K06628/K02213/K06670/K02541/K06675/K02212/K04354/K03355/K02180/K06671/K02603/K06669/K23469/K02516/K08866/K02209/K06678/K18669/K02607/K02540/K02216/K02210/K06641/K03351/K06672/K02605/K02178/K02604,31,Module_01,0.008759124087591242,1.531443819414395
Cellular Processes,Cell growth and death,ko04114,Oocyte meiosis,24/1034,80/14385,0.3,4.173597678916828,7.921294153008085,9.188481957716077e-10,1.0692051732615072e-8,5.011899249663315e-9,K03363/K11481/K03348/K04373/K02087/K08048/K04348/K11584/K03355/K08042/K08047/K02206/K04958/K04368/K06669/K06269/K04367/K02183/K06626/K03351/K06631/K08836/K02178/K02602,24,Module_01,0.005561348627042058,1.867373431414972
Organismal Systems,Endocrine system,ko04922,Glucagon signaling pathway,20/1034,57/14385,0.3508771929824561,4.88140079405477,8.171021258637504,1.0581343678901848e-9,1.1950694037347971e-8,5.601887830006862e-9,K07299/K00693/K05858/K17491/K04348/K04632/K05870/K08042/K04958/K07198/K11411/K04634/K02183/K00016/K07200/K04498/K11434/K15423/K00871/K04374,20,Module_01,0.003962460896767466,2.184062492883008
Genetic Information Processing,"Folding, sorting and degradation",ko03018,RNA degradation,23/1034,79/14385,0.2911392405063291,4.050326861396077,7.565611272170922,3.933871678881122e-9,4.1961297908065304e-8,1.966935839440561e-8,K12616/K12620/K12619/K03679/K12572/K12606/K12615/K12605/K12614/K12602/K03681/K12599/K01689/K12585/K12617/K12600/K12627/K04077/K12611/K12580/K03514/K12603/K11600,23,Module_01,0.005491831769204032,1.8122189418795085
Organismal Systems,Endocrine system,ko04916,Melanogenesis,21/1034,67/14385,0.31343283582089554,4.36047518692803,7.672557007324505,4.2689702381713425e-9,4.430498841777826e-8,2.076796332083356e-8,K08048/K09455/K05858/K07827/K00445/K04632/K05870/K02353/K02105/K08042/K08047/K04534/K04368/K04491/K02620/K04634/K02183/K01064/K04630/K04498/K00408,21,Module_01,0.004657629475147723,1.9509871671499708
Organismal Systems,Aging,ko04211,Longevity regulating pathway,21/1034,68/14385,0.3088235294117647,4.296350551826146,7.582371224897105,5.7626299514184555e-9,5.823289214064965e-8,2.7296668190929524e-8,K07203/K08048/K07827/K05870/K02649/K08042/K08047/K11420/K07198/K04527/K07204/K11411/K07208/K07207/K04688/K07206/K07298/K19730/K07200/K00922/K04374,21,Module_01,0.004727146332985749,1.922296179397765
Organismal Systems,Endocrine system,ko04910,Insulin signaling pathway,24/1034,88/14385,0.2727272727272727,3.794179708106207,7.316719746541078,7.64647168115605e-9,7.528833655292112e-8,3.529140775918177e-8,K05696/K07203/K06279/K00693/K07195/K07827/K02649/K07209/K07198/K04368/K04527/K06269/K07204/K07208/K07189/K07207/K02183/K04688/K07206/K07200/K04440/K00922/K00871/K04438,24,Module_01,0.0061174834897462635,1.6976122103772473
Cellular Processes,Transport and catabolism,ko04136,Autophagy - other,12/1034,23/14385,0.5217391304347826,7.258430745942309,8.359207700592396,1.150241929192878e-8,1.1042322520251628e-7,5.176088681367951e-8,K17890/K08336/K07203/K08333/K08334/K08337/K17908/K07204/K17906/K08269/K19730/K08342,12,Module_01,0.0015988877302745917,3.247605967678212
Organismal Systems,Endocrine system,ko04919,Thyroid hormone signaling pathway,24/1034,91/14385,0.26373626373626374,3.6690968605862224,7.108064341907375,1.573892937213479e-8,1.4740850924145753e-7,6.909773870693321e-8,K09183/K01116/K07299/K07203/K15162/K05858/K07827/K02649/K02105/K04368/K05853/K15146/K07208/K07207/K05692/K05704/K15164/K11644/K15159/K04498/K00922/K11404/K00408/K04377,24,Module_01,0.006326034063260341,1.6416469726725027
Environmental Information Processing,Signal transduction,ko04371,Apelin signaling pathway,26/1034,105/14385,0.24761904761904763,3.4448742746615086,6.997296635436415,1.6749013110406368e-8,1.4957258219525687e-7,7.011214790402665e-8,K07203/K08048/K08333/K05858/K04674/K04501/K07827/K08042/K08047/K18050/K08334/K04543/K04958/K09262/K07198/K04368/K04634/K02183/K04688/K00907/K09203/K04630/K07200/K13240/K11831/K23605,26,Module_01,0.0072992700729927005,1.5413241021202944
Environmental Information Processing,Signal transduction,ko04152,AMPK signaling pathway,23/1034,85/14385,0.27058823529411763,3.7644214358857657,7.1135912146859885,1.8444796382504434e-8,1.609727684291296e-7,7.54559852011545e-8,K07203/K00693/K04427/K11583/K05870/K02649/K11584/K04354/K07198/K04527/K06627/K07204/K11411/K07208/K00021/K07207/K04688/K08271/K07206/K07298/K07200/K00922/K07881,23,Module_01,0.005908932916232186,1.684297604805661
Genetic Information Processing,Replication and repair,ko03420,Nucleotide excision repair,19/1034,61/14385,0.3114754098360656,4.3332434917715705,7.260106805403065,2.614905240802268e-8,2.231385805484602e-7,1.0459620963209072e-7,K02202/K10841/K07466/K21987/K03141/K10610/K10609/K10844/K03142/K03144/K03013/K03007/K10755/K03143/K10739/K10846/K10838/K10740/K10848,19,Module_01,0.004240528328119569,1.9388030162231948
Environmental Information Processing,Signal transduction,ko04390,Hippo signaling pathway,27/1034,115/14385,0.23478260869565218,3.266293835674039,6.790415664567954,3.019516195141135e-8,2.454454952002037e-7,1.1505257587509548e-7,K04412/K16685/K16682/K05706/K04674/K04501/K06093/K00445/K04354/K02353/K02105/K16175/K13578/K04491/K02620/K06269/K12076/K16060/K05692/K18496/K01064/K08791/K06094/K16687/K00408/K23605/K04377,27,Module_01,0.007994438651372959,1.4614226854551953
Environmental Information Processing,Signal transduction,ko04310,Wnt signaling pathway,28/1034,126/14385,0.2222222222222222,3.091553836234687,6.562253367316292,5.980704824620023e-8,4.593181305308177e-7,2.1530537368632082e-7,K04512/K04510/K04506/K05858/K05128/K04501/K03097/K04348/K00445/K04427/K02353/K02105/K04496/K23491/K04491/K02620/K11411/K04508/K05122/K08957/K01064/K00181/K04440/K04498/K04499/K00408/K23605/K04377,28,Module_01,0.008759124087591242,1.3832395788259049
Environmental Information Processing,Signal transduction,ko04068,FoxO signaling pathway,24/1034,103/14385,0.23300970873786409,3.241629265178119,6.353764216390806,2.041089079874776e-7,1.4250512848580253e-6,6.679927897771995e-7,K04728/K08336/K04674/K04501/K07827/K02649/K02206/K07209/K03875/K07198/K04368/K04527/K11411/K15010/K07298/K07200/K01110/K04440/K04498/K06631/K00922/K06625/K11434/K23605,24,Module_01,0.007160236357316649,1.4503871311960947
Cellular Processes,Cell growth and death,ko04113,Meiosis - yeast,24/1034,103/14385,0.23300970873786409,3.241629265178119,6.353764216390806,2.041089079874776e-7,1.4250512848580253e-6,6.679927897771995e-7,K03363/K03348/K07203/K06628/K07827/K02213/K02541/K02212/K11584/K03355/K06671/K02603/K06669/K06269/K02209/K02607/K02540/K02216/K04630/K02210/K03351/K02605/K02178/K02604,24,Module_01,0.007160236357316649,1.4503871311960947
Cellular Processes,Cellular community - eukaryotes,ko04520,Adherens junction,21/1034,83/14385,0.25301204819277107,3.5199016569178063,6.407187893548429,2.6660121990620015e-7,1.7960503235786115e-6,8.418985891774743e-7,K05696/K05706/K04674/K04501/K03097/K04427/K02105/K05701/K04678/K04514/K04527/K04491/K02620/K05692/K05704/K14394/K04498/K05699/K08889/K23605/K05702,21,Module_01,0.005769899200556135,1.574893255410217
Organismal Systems,Immune system,ko04666,Fc gamma R-mediated phagocytosis,18/1034,64/14385,0.28125,3.912747823984526,6.499042989565539,3.4289302958418533e-7,2.1945153893387862e-6,1.0286790887525561e-6,K01116/K04409/K05755/K05765/K07941/K02649/K16343/K18050/K05754/K05743/K04368/K12488/K01080/K12562/K04688/K13708/K00922/K04438,18,Module_01,0.004449078901633646,1.7506625919515364
Organismal Systems,Endocrine system,ko04915,Estrogen signaling pathway,20/1034,78/14385,0.2564102564102564,3.567177503347716,6.326625386625859,4.0507338168931673e-7,2.549970140470453e-6,1.1952985033455248e-6,K03283/K06279/K08048/K05858/K22455/K07827/K04632/K05870/K02649/K08042/K08047/K04534/K04958/K04368/K04634/K05704/K02183/K04630/K00922/K04374,20,Module_01,0.005422314911366006,1.5960456678760442
Environmental Information Processing,Signal transduction,ko04070,Phosphatidylinositol signaling system,16/1034,55/14385,0.2909090909090909,4.047125021979954,6.300742507168205,9.293538889343334e-7,5.755998279851355e-6,2.698124193680323e-6,K01116/K00913/K05858/K02649/K04958/K00923/K10572/K21797/K02183/K00999/K01110/K00922/K01092/K13024/K00911/K18083,16,Module_01,0.0038234271810914148,1.8107863577357302
Environmental Information Processing,Signal transduction,ko04012,ErbB signaling pathway,18/1034,69/14385,0.2608695652173913,3.6292153729711547,6.09232512605961,1.1632307338208452e-6,7.09016828233658e-6,3.323516382345272e-6,K01116/K04409/K07203/K06279/K07827/K02649/K04368/K19862/K05704/K04688/K05725/K04440/K00922/K06625/K06619/K04431/K04377/K04438,18,Module_01,0.004796663190823775,1.623802983839106
Cellular Processes,Cell growth and death,ko04214,Apoptosis - fly,16/1034,56/14385,0.2857142857142857,3.974854932301741,6.207190485385634,1.2150896547926437e-6,7.290537928755862e-6,3.41743965410431e-6,K04412/K04728/K03175/K20017/K07827/K04427/K17065/K04727/K03386/K04397/K24070/K08791/K20009/K04440/K04431/K04374,16,Module_01,0.0038929440389294406,1.7784508870618778
Organismal Systems,Endocrine system,ko04935,"Growth hormone synthesis, secretion and action",21/1034,92/14385,0.22826086956521738,3.17556345134976,5.825687433640727,1.6694076465946515e-6,9.567948302870838e-6,4.4849757669707055e-6,K01116/K07203/K06279/K08048/K05858/K07827/K04632/K05870/K02649/K08042/K08047/K04958/K04368/K04634/K04630/K05725/K04440/K04498/K00922/K04374/K04438,21,Module_01,0.006395550921098367,1.4208276108592177
Organismal Systems,Aging,ko04213,Longevity regulating pathway - multiple species,16/1034,58/14385,0.27586206896551724,3.837790969118922,6.026428069380044,2.0347048865980166e-6,1.1490098183141742e-5,5.38598352334769e-6,K03283/K07203/K08048/K07827/K02649/K08042/K08047/K07198/K04527/K07204/K09542/K11411/K04688/K07200/K00922/K04565,16,Module_01,0.004031977754605492,1.717124994404572
Genetic Information Processing,Replication and repair,ko03030,DNA replication,16/1034,60/14385,0.26666666666666666,3.7098646034816247,5.853547012020345,3.320786369854339e-6,1.84808980583198e-5,8.662920964837406e-6,K10742/K07466/K02541/K02212/K02684/K10755/K02209/K02321/K03111/K02540/K02320/K10739/K10740/K02210/K10744/K02685,16,Module_01,0.004171011470281543,1.659887494591086
Organismal Systems,Endocrine system,ko04926,Relaxin signaling pathway,21/1034,96/14385,0.21875,3.04324830754352,5.589835852759495,3.4615364841492832e-6,1.8989000141618925e-5,8.901093816383871e-6,K06279/K08048/K05858/K04674/K07827/K04632/K05870/K02649/K04307/K08042/K08047/K04534/K04543/K04368/K05704/K04630/K04440/K00922/K13240/K04431/K04374,21,Module_01,0.006673618352450469,1.3616264604067503
Organismal Systems,Endocrine system,ko04921,Oxytocin signaling pathway,23/1034,112/14385,0.20535714285714285,2.8569269825918764,5.490215783272152,3.7894234627668434e-6,2.0494909995809406e-5,9.606989060535659e-6,K08048/K05858/K06270/K07827/K04348/K04632/K08042/K08047/K04534/K04514/K04958/K07198/K04368/K06269/K04634/K05692/K05704/K02183/K00907/K04630/K08794/K07200/K06625,23,Module_01,0.007785888077858881,1.2782615750757247
Organismal Systems,Sensory system,ko04750,Inflammatory mediator regulation of TRP channels,17/1034,68/14385,0.25,3.477998065764023,5.699970598937311,4.3317270472873914e-6,2.310254425219942e-5,1.0829317618218479e-5,K01116/K08048/K05858/K04632/K02649/K16343/K08042/K08047/K18050/K04958/K04832/K06269/K04634/K05704/K02183/K04440/K00922,17,Module_01,0.004727146332985749,1.5561445261791431
Organismal Systems,Nervous system,ko04722,Neurotrophin signaling pathway,20/1034,90/14385,0.2222222222222222,3.091553836234687,5.53912838437204,4.558124590859144e-6,2.3976984149176865e-5,1.1239211319926657e-5,K01116/K04373/K03175/K06279/K07827/K04730/K02649/K07209/K04368/K04445/K04733/K12460/K04443/K02183/K04440/K00922/K06619/K04431/K04374/K04438,20,Module_01,0.006256517205422315,1.3832395788259049
Cellular Processes,Cell motility,ko04810,Regulation of actin cytoskeleton,30/1034,173/14385,0.17341040462427745,2.4124842074663744,5.201424052233919,5.514124959971064e-6,2.8613837630120117e-5,1.3412736389118804e-5,K04358/K04409/K05755/K05765/K05741/K06585/K10352/K06270/K07827/K02649/K06584/K05750/K04514/K05754/K05743/K04368/K06269/K05732/K04367/K07532/K05692/K05704/K18496/K00907/K13708/K05725/K00922/K05762/K05699/K04438,30,Module_01,0.01202641640597845,1.079406607754319
Organismal Systems,Endocrine system,ko04925,Aldosterone synthesis and secretion,16/1034,65/14385,0.24615384615384617,3.4244904032138077,5.451912127295349,1.0225566493941925e-5,5.0995032904853235e-5,2.3903921674149956e-5,K04854/K08048/K05858/K13885/K16056/K04632/K05870/K08042/K08047/K18050/K04958/K05850/K04634/K02183/K08794/K04374,16,Module_01,0.0045185957594716716,1.5322038411610026
Organismal Systems,Development and regeneration,ko04360,Axon guidance,24/1034,128/14385,0.1875,2.6084985493230173,5.0869186470660726,1.2197415787403055e-5,5.928870458687055e-5,2.7791580275095568e-5,K01116/K04409/K05765/K05128/K06820/K07827/K04348/K06093/K02649/K02090/K07520/K04514/K05743/K13578/K04352/K07526/K19862/K07532/K05704/K04630/K05725/K00922/K06619/K00408,24,Module_01,0.008898157803267292,1.1671083946343577
Environmental Information Processing,Signal transduction,ko04022,cGMP-PKG signaling pathway,23/1034,121/14385,0.19008264462809918,2.6444282814073565,5.055104827940918,1.459760038828961e-5,6.954310405672676e-5,3.259833002659067e-5,K09183/K08048/K05858/K06270/K04348/K05870/K08042/K08047/K18050/K04514/K04958/K09262/K04368/K05853/K04527/K05850/K06269/K04634/K04136/K02183/K00907/K04630/K04374,23,Module_01,0.008411539798401112,1.1831842678386875
Cellular Processes,Cellular community - eukaryotes,ko04540,Gap junction,15/1034,60/14385,0.25,3.477998065764023,5.352694800695621,1.5741976685279026e-5,7.283034996562826e-5,3.413922654638825e-5,K02087/K08048/K05858/K07827/K04632/K08042/K08047/K05701/K04958/K04368/K07375/K04634/K05704/K04630/K07374,15,Module_01,0.004171011470281543,1.5561445261791431
Genetic Information Processing,Replication and repair,ko03460,Fanconi anemia pathway,14/1034,54/14385,0.25925925925925924,3.6068128089404685,5.340866061249887,1.9248906504349825e-5,8.799500116274205e-5,4.1247656795035344e-5,K10895/K07466/K10901/K15363/K08775/K10739/K04482/K10740/K15361/K13960/K10605/K10848/K08991/K03510,14,Module_01,0.003753910323253389,1.6137795086302227
Organismal Systems,Immune system,ko04611,Platelet activation,19/1034,91/14385,0.2087912087912088,2.9047016812974262,5.072405690000962,2.0255090573720024e-5,9.150535035657047e-5,4.2893132979642405e-5,K08048/K05858/K16056/K06270/K04632/K02649/K08042/K08047/K04514/K04958/K06269/K05732/K04634/K07532/K05692/K05704/K00907/K04630/K00922,19,Module_01,0.006326034063260341,1.2996371866990646
Organismal Systems,Nervous system,ko04720,Long-term potentiation,12/1034,43/14385,0.27906976744186046,3.8824164455040258,5.2678003195315934,3.395118880332929e-5,1.4815064205089143e-4,6.944561346135537e-5,K04373/K08048/K05858/K07827/K04348/K04958/K04368/K06269/K04634/K02183/K04498/K04374,12,Module_01,0.002989224887035106,1.7370915641069506
Environmental Information Processing,Signal transduction,ko04392,Hippo signaling pathway - multiple species,9/1034,25/14385,0.36,5.008317214700193,5.5821059710822185,3.525452544174662e-5,1.520686319439083e-4,7.128217122370702e-5,K04412/K16685/K04409/K16682/K09851/K16683/K08791/K16687/K02218,9,Module_01,0.001737921445950643,2.240848117697966
Organismal Systems,Endocrine system,ko04912,GnRH signaling pathway,15/1034,64/14385,0.234375,3.260623186653772,5.043995622378861,3.598008747693956e-5,1.520686319439083e-4,7.128217122370702e-5,K08048/K05858/K07827/K04632/K08042/K08047/K04958/K04368/K04634/K05704/K02183/K09203/K04440/K04431/K04374,15,Module_01,0.004449078901633646,1.458885493292947
Genetic Information Processing,"Folding, sorting and degradation",ko04141,Protein processing in endoplasmic reticulum,25/1034,145/14385,0.1724137931034483,2.3986193556993265,4.710551424556167,3.6037097674207434e-5,1.520686319439083e-4,7.128217122370702e-5,K03283/K09530/K03237/K08288/K09485/K07765/K09540/K08852/K14025/K14005/K10661/K09542/K11718/K11519/K01230/K14016/K04554/K10082/K04440/K10575/K04556/K11863/K09054/K04431/K04374,25,Module_01,0.01007994438651373,1.0732031215028575
Cellular Processes,Cell growth and death,ko04210,Apoptosis,21/1034,112/14385,0.1875,2.6084985493230173,4.755708870435703,4.198556783388479e-5,1.7524410921969304e-4,8.214567619673112e-5,K06114/K04728/K03237/K02373/K07827/K02649/K04727/K07209/K04958/K08852/K04368/K16060/K04397/K16943/K24070/K05692/K04440/K00922/K07374/K01374/K04374,21,Module_01,0.007785888077858881,1.1671083946343574
Environmental Information Processing,Signal transduction,ko04151,PI3K-Akt signaling pathway,38/1034,268/14385,0.1417910447761194,1.9725959178960129,4.472721331528698,4.2738210447421144e-5,1.764674495893518e-4,8.271911699500867e-5,K04358/K07203/K09420/K00693/K06585/K07827/K11583/K05870/K02649/K11584/K06584/K04354/K05121/K04543/K02206/K07209/K07198/K04368/K04527/K07204/K07208/K07207/K18496/K04688/K07206/K06626/K07298/K05631/K05725/K05637/K01110/K23691/K00922/K06625/K10605/K02089/K04377/K04374,38,Module_01,0.018630517900590893,0.8825894327583201
Organismal Systems,Circulatory system,ko04270,Vascular smooth muscle contraction,19/1034,96/14385,0.19791666666666666,2.7534151353965184,4.796922015021338,4.447084310754376e-5,1.8166812503507237e-4,8.515693361019018e-5,K08048/K05858/K10352/K06270/K04632/K16343/K08042/K08047/K18050/K04514/K04958/K04368/K06269/K04634/K04136/K07532/K04226/K02183/K00907,19,Module_01,0.006673618352450469,1.2319477498918219
Cellular Processes,Transport and catabolism,ko04146,Peroxisome,16/1034,74/14385,0.21621621621621623,3.0079983271472637,4.819338422391224,5.749838503066003e-5,2.2999354012264011e-4,1.0780947193248755e-4,K13342/K00803/K06664/K05676/K00477/K13356/K01897/K11187/K00272/K13348/K13339/K01640/K13345/K11147/K13335/K04565,16,Module_01,0.005144247480013903,1.345854725344124
